ID;ALIMENTO;Energia Kcal;Carboidrato total;Prote�na;Lip�dios
C0714A;Arroz com mexilhão (marisco lambe-lambe), c/ arroz polido, c/ sal, (arroz polido, mexilhão, tomate, pimentão vermelho, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, c/ sal), ;103;13,9;6,24;2,78
C0715A;Arroz com mexilhão (marisco lambe-lambe), c/ arroz polido, s/ sal, (arroz polido, mexilhão, tomate, pimentão vermelho, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ pimenta-do-reino, s/ sal), ;104;14;6,26;2,78
C0534A;Arroz com nozes, c/ arroz integral, c/ sal, (arroz integral, c/ noz, c/ óleo, cebola e alho, c/ sal), ;204;21,9;4,22;11,7
C0535A;Arroz com nozes, c/ arroz integral, s/ sal, (arroz integral, c/ noz, c/ óleo, cebola e alho, s/ sal), ;205;22;4,23;11,7
C0536A;Arroz com nozes, c/ arroz polido, c/ sal, (arroz polido, c/ noz, c/ óleo, cebola e alho, c/ sal), ;222;26,8;4,17;11,4
C0537A;Arroz com nozes, c/ arroz polido, s/ sal, (arroz polido, c/ noz, c/ óleo, cebola e alho, s/ sal), ;222;26,9;4,18;11,4
C0518A;Arroz com peixe, c/ arroz integral, c/ sal, (arroz integral, c/ peixe (água salgada, cação), tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, c/ sal), ;102;13,7;6,05;3
C0519A;Arroz com peixe, c/ arroz integral, s/ sal, (arroz integral, c/ peixe (água salgada, cação), tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, s/ sal), ;102;13,2;6,31;3,02
C0516A;Arroz com peixe, c/ arroz polido, c/ sal, (arroz polido, c/ peixe (água salgada, cação), tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, c/ sal), ;113;16,5;6,03;2,79
C0517A;Arroz com peixe, c/ arroz polido, s/ sal, (arroz polido, c/ peixe (água salgada, cação), tomate, pimentão amarelo e vermelho, c/ óleo, cebola e alho, s/ sal), ;113;16,5;6,03;2,79
C0728A;Arroz com pequi, c/ arroz integral, c/ sal, (arroz integral, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal), ;178;20,1;2,45;10,7
C0729A;Arroz com pequi, c/ arroz integral, s/ sal, (arroz integral, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal), ;178;20,1;2,46;10,7
C0726A;Arroz com pequi, c/ arroz polido, c/ sal, (arroz polido, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, c/ sal), ;193;24,4;2,4;10,4
C0727A;Arroz com pequi, c/ arroz polido, s/ sal, (arroz polido, pequi, salsa, c/ óleo, cebola e alho, c/ pimenta-do-reino, s/ sal), ;173;24,4;2,42;10,4
C0538A;Arroz com salsicha, c/ arroz polido, c/ sal, (arroz polido, c/ salsicha, tomate, c/ óleo, cebola e alho, c/ sal), ;156;21,2;4,02;6,4
C0901A;Arroz de coco, c/ arroz integral, c/ sal, (arroz integral cozido, c/ coco e leite de coco, c/ óleo, cebola e alho, c/ sal), ;163;18,2;2,39;9,47
C0902A;Arroz de coco, c/ arroz integral, s/ sal, (arroz integral cozido, c/ coco e leite de coco, c/ óleo, cebola e alho, s/ sal), ;165;18,3;2,41;9,59
C0505A;Arroz de cuxá, c/ arroz polido, c/ sal, (arroz polido, quiabo, azedinha, camarão seco, c/ óleo, cebola e alho, c/ sal), ;120;19,2;3,55;3,41
C0555A;Arroz de forno, c/ arroz integral, c/ sal, (arroz integral, c/ cenoura, milho e ervilha em conserva, cenoura, azeitona, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ óleo, cebola e alho, c/ sal), ;126;18,1;3,56;4,92
C0556A;Arroz de forno, c/ arroz integral, s/ sal, (arroz integral, c/ cenoura, milho e ervilha em conserva, cenoura, azeitona, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ óleo, cebola e alho, s/ sal), ;127;18,2;3,58;4,94
C0553A;Arroz de forno, c/ arroz polido, c/ sal, (arroz polido, c/ cenoura, milho e ervilha em conserva, azeitona, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ óleo, cebola e alho, c/ sal), ;140;21,9;3,52;4,65
C0554A;Arroz de forno, c/ arroz polido, s/ sal, (arroz polido, c/ cenoura, milho e ervilha em conserva, cenoura, azeitona, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ óleo, cebola e alho, s/ sal), ;141;22;3,54;4,67
C0997A;Arroz de leite, (arroz integral, leite integral, c/ óleo, cebola e alho, c/ sal), ;104;18,6;2,58;2,51
C0805A;Arroz de leite, (arroz polido, leite integral, c/ óleo, cebola e alho, c/ sal), ;121;23,2;2,54;2,19
C0913A;Arroz doce, c/ açúcar e canela, (arroz integral cozido, leite integral, c/ açúcar e canela), ;123;25,7;2,39;1,5
C0806A;Arroz doce, c/ açúcar e canela, (arroz polido cozido, leite integral, c/ açúcar e canela), ;137;29,6;2,35;1,22
C0914A;Arroz doce, c/ leite condensado e canela, (arroz integral cozido, leite integral, leite condensado, c/ canela), ;126;23,3;3,36;2,45
C0897A;Arroz doce, c/ leite condensado e canela, (arroz polido cozido, leite integral, leite condensado, c/ canela), ;139;26,9;3,33;2,19
C0100N;Arroz doce, light, (arroz integral, leite desnatado, adoçante, canela em pó), ;88;18,6;2,61;0,72
C0092N;Arroz doce, light, (arroz polido, leite desnatado, adoçante, canela em pó), ;112;23,2;2,57;1,25
C0899A;Arroz integral com lentilha, c/ sal, (arroz integral cozido, c/ lentilha, c/ óleo, cebola e alho, c/ sal), ;119;21,8;3,69;2,63
C0900A;Arroz integral com lentilha, s/ sal, (arroz integral cozido, c/ lentilha, c/ óleo, cebola e alho, s/ sal), ;120;21,8;3,71;2,75
C0711A;Arroz para sushi, vinagre de arroz, s/ óleo, c/ açúcar, c/ sal, ;139;29,5;2,38;1,57
C0574A;Arroz piamontese, c/ arroz polido, c/ sal, (arroz polido, c/ cogumelo paris, creme de leite, queijo parmesão, c/ molho branco (farinha de trigo, manteiga e leite), c/ óleo, cebola e alho, c/ sal), ;182;19,6;4,96;9,56
C0995A;Arroz selvagem, cozido, c/ óleo, cebola e alho, c/ sal, ;109;20,9;3,93;1,42
C0996A;Arroz selvagem, cozido, c/ óleo, cebola e alho, s/ sal, ;110;21;3,94;1,53
C0994A;Arroz selvagem, cozido, s/ óleo, s/ sal, Zizania palustris, ;101;21,3;3,99;0,34
C0456A;Arroz, c/ feijão, c/ sal, (arroz polido cozido, feijão carioca cozido, c/ óleo, cebola e alho, c/ sal), ;110;22,2;3,54;1,65
C0457A;Arroz, c/ mandioca (aipim, macaxeira) cozida, c/ sal, (arroz polido cozido (c/ óleo, cebola e alho), mandioca (aipim, macaxeira cozida), c/ sal), ;129;29,5;1,52;0,91
C0458A;Arroz, c/ ovo frito, c/ sal, (arroz polido cozido (c/ óleo, cebola e alho), ovo frito, c/ sal), ;186;15,2;8,97;10
C0012A;Arroz, creme, cozido, s/ tempero, <i>Orysa sativa</i> L., ;76;21,6;0,14;0,28
C0792A;Arroz, creme, pó, cru, <i>Orysa sativa</i> L., ;366;82,2;7,43;1,09
C0013A;Arroz, farelo, cru, <i>Orysa sativa</i> L., ;324;35,5;14,2;19,3
C0015A;Arroz, farinha, <i>Orysa sativa</i> L.,Colombo, ;356;79,7;6,9;1,1
C0014A;Arroz, farinha, crua (média de diferentes marcas), <i>Orysa sativa</i> L., ;360;82,6;6,24;0,76
C0211A;Arroz, integral, cozido, c/ óleo, cebola e alho, c/ sal, ;116;23;2,46;2,03
C0210A;Arroz, integral, cozido, c/ óleo, cebola e alho, s/ sal, ;116;23;2,46;2,03
C0016A;Arroz, integral, cozido, s/ sal e óleo, <i>Orysa sativa</i> L., ;108;23,5;2,44;0,87
C0017A;Arroz, integral, cru (média diferentes cultivares), <i>Oryza sativa</i> L., ;345;76,4;7,57;1,95
C0209A;Arroz, polido, cozido, c/ óleo, cebola e alho, c/ sal, ;138;29,1;2,4;1,59
C0208A;Arroz, polido, cozido, c/ óleo, cebola e alho, s/ sal, ;139;29,3;2,41;1,59
C0018A;Arroz, polido, cozido, s/ sal e óleo (média diferentes cultivares), <i>Orysa sativa</i> L., ;131;30;2,38;0,41
C0001A;Arroz, polido, cru (média de diferentes cultivares), <i>Oryza sativa</i> L., ;346;79,1;7,04;0,5
C0136T;Arrumadinho de charque (carne seca, carne de sol, jaba), (feijão fradinho, charque (carne seca, carne de sol, jaba) dessalgado, farinha de mandioca, c/ molho vinagrete (tomate, cebola, salsinha e vinagre), c/ óleo, cebola e alho, c/ sal), ;207;23;13,8;7,57
C0507F;Arrumadinho de frango, c/ sal, (peito de frango refogado, tomate, salsa, creme de milho, c/ óleo, cebola e alho, c/ sal), ;153;9,35;15,9;5,99
C0508F;Arrumadinho de frango, s/ sal, (peito de frango refogado, tomate, salsa, creme de milho, c/ óleo, cebola e alho, s/ sal), ;153;9,38;15,9;6
C0461B;Aspargo, <i>in natura</i>, Asparagus officinalis, ;21;3,88;2,2;0,12
C0462B;Aspargo, cozido, drenado, s/ sal, Asparagus officinalis, ;24;4,11;2,4;0,22
C0922B;Aspargo, cozido, s/ óleo, c/ sal, ;24;4,1;2,39;0,22
C0070C;Atemóia, <i>in natura</i>, <i>Annona atemoya</i> Mabb, ;104;25,3;0,97;0,3
C0942F;Atolado de frango, c/ sal, (frango inteiro, mandioca (aipim, macaxeira), tomate, salsa, cebolinha, c/ óleo, cebola e alho, c/ sal), ;180;12,7;12,4;9,02
C0943F;Atolado de frango, s/ sal, (frango inteiro, mandioca (aipim, macaxeira), tomate, salsinha, cebolinha, c/ óleo, cebola e alho, s/ sal), ;181;12,7;12,4;9,12
C0021A;Aveia, crua (média de diferentes tipos), Avena sativa, ;382;65,3;15,4;8,7
C0019A;Aveia, farelo, cozida, s/ tempero, Avena sativa, ;94;16,1;4,18;2,31
C0020A;Aveia, farinha, cozida, s/ tempero, Avena sativa, ;48;8,95;1,93;0,84
C0022A;Aveia, farinha, crua, Avena sativa,Mac Bits, ;370;67;14,9;7
C0023A;Aveia, fibras, Avena sativa, ;409;57,4;19,3;11,4
C0024A;Aveia, flocos, finos, Avena sativa,Float, ;379;64,5;15,6;8,6
C0026A;Aveia, flocos, finos, Avena sativa,Neston, ;387;68,3;15,3;8,4
C0025A;Aveia, flocos, finos, instantânea, Avena sativa,Float, ;382;63,8;15,7;9,2
C0013U;Avelã , crua, s/ sal, Corylus avellana, ;673;17,6;15;62,4
C0213C;Avocado, polpa, <i>in natura</i>, Persea americana, ;161;8,53;2;14,7
C0001D;Azeite, dendê, <i>Elaeis guineensis</i> Jacq., ;900;0;0;100
C0002D;Azeite, oliva, <i>Olea europaea</i> L., ;900;0;0;100
C0049D;Azeite, oliva, assado, <i>Olea europaea</i> L., ;900;0;0;100
C0039D;Azeite, oliva, cozido, <i>Olea europaea</i> L., ;900;0;0;100
C0044D;Azeite, oliva, frito, <i>Olea europaea</i> L., ;900;0;0;100
C0120B;Azeitona, preta, conserva, drenada, <i>Olea europaea</i> L., ;201;5,54;1,16;20,3
C0121B;Azeitona, verde, conserva, drenada, <i>Olea europaea</i> L., ;140;4,1;0,95;14,2
C0953F;Baço bovino, refogado (c/ óleo, cebola e alho), c/ sal, ;601;143;68,6;0,73
C0127K;Baba de moça, (leite condensado, gema de ovo, leite de coco, c/ manteiga, c/ açúcar), ;282;33,4;4,9;14,4
C0017U;Babaçu, mesocarpo, farinha, crua, Attalea speciosa, ;288;79,2;1,41;0,2
C0224E;Bacalhoada, c/ vegetais, c/ sal, (bacalhau dessalgado, batata, pimentão amarelo e vermelho, tomate, c/ azeite de oliva, c/ sal), ;137;4,34;11,8;8,16
C0232C;Bacuri, polpa, <i>in natura</i>, Platonia insignis, ;81;18,3;1,22;1,46
C0188A;Baião de dois, arroz e feijão de corda, c/ sal, (feijão de corda, arroz branco polido, toucinho defumado (bacon), cebola, alho, coentro, queijo coalho, s/ óleo, c/ sal), ;126;23,1;5,17;2,3
C0198K;Bala gelatina, goma, ;327;77,3;4,6;0,5
C0132K;Bala, caramelo, ;399;77;4,6;8,1
C0061N;Bala, diet (média de diferentes sabores), ;382;96,3;0;0,2
C0178K;Bala, dura, ;394;98;0;0,2
C0137K;Bala, frutas, ;394;98;0;0,2
C0102K;Banana flambada, (sorvete, banana, suco de laranja, conhaque), ;234;47,7;0,91;3,53
C0265C;Banana madura, rodelas, desidratada, Musa sp., ;366;89,5;4,25;0,63
C0006C;Banana, <i>in natura</i>, Musa spp., ;109;26,7;1,27;0,19
C0192C;Banana, cozida, caramelada, ;181;44,6;1,04;0,15
C0008C;Banana, da terra, <i>in natura</i>, <i>Musa acuminata</i> Colla x <i>Musa balbisiana</i> Colla, ;140;33,7;1,43;0,24
C0105C;Banana, da terra, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão, s/ açúcar, ;241;29,8;2,85;12,7
C0107C;Banana, da terra, assada, s/ adição de ingredientes, <i>Musa acuminata</i> Colla x <i>Musa balbisiana</i> Colla, ;165;39,7;1,69;0,28
C0103C;Banana, da terra, frita, c/ óleo de soja, <i>Musa acuminata</i> Colla x <i>Musa balbisiana</i> Colla, ;247;40,1;1,71;9,29
C0104C;Banana, da terra, frita, c/ manteiga, <i>Musa acuminata</i> Colla x <i>Musa balbisiana</i> Colla, ;236;40,1;1,74;8,03
C0094C;Banana, doce, em barra, ;304;75,7;2,17;0,05
C0093C;Banana, Figo, <i>in natura</i>, <i>Musa acuminata</i> Colla x <i>Musa balbisiana</i> Colla, Grupo ABB, ;111;27,8;1,13;0,14
C0009C;Banana, maçã, <i>in natura</i>, Musa spp., ;109;26,3;1,49;0,27
C0007C;Banana, nanica, <i>in natura</i>, Musa spp., ;91;21,8;1,32;0,21
C0106C;Banana, nanica, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão, s/ açúcar, <i>Musa acuminata</i> Colla x <i>Musa balbisiana</i> Colla, ;293;42,6;2,97;12,8
C0010C;Banana, ouro, <i>in natura</i>, Musa spp., ;116;28,8;1,35;0,1
C0092C;Banana, pacova, <i>in natura</i>, <i>Musa acuminata</i> Colla x <i>Musa balbisiana</i> Colla, Grupo AAB, ;115;28,1;1,69;0,11
C0011C;Banana, prata, <i>in natura</i>, Musa spp., ;107;25,9;1,11;0,28
C0035D;Banha, suína, ;900;0;0;100
C0064N;Barra de cereal, diet, ;406;69,4;5,55;12,5
C0922F;Barreado, c/ sal, (carne bovina patinho, toucinho, cebola, louro, manjerona, pimenta-do-reino, s/ óleo, c/ sal), ;158;0,09;18,2;9,49
C0221F;Barreado, s/ sal, (carne bovina patinho, toucinho, cebola, louro, manjerona, pimenta-do-reino, s/ óleo, s/ sal), ;159;0,09;18,3;9,53
C0911B;Batata baroa (mandioquinha, batata salsa), cozida, drenada, s/ óleo, c/ sal, Chaerophyllum bulbosum, ;77;18,9;0,85;0,17
C0878B;Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, c/ azeite de oliva, c/ pimenta-do-reino, c/ sal, ;118;17,8;0,8;5,16
C0879B;Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, c/ azeite de oliva, c/ pimenta-do-reino, s/ sal, ;76;18,8;0,84;0,16
C0874B;Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, c/ manteiga, c/ pimenta-do-reino, c/ sal, ;111;17,8;0,82;4,46
C0875B;Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, c/ manteiga, c/ pimenta-do-reino, s/ sal, ;111;17,8;0,82;4,46
C0876B;Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, s/ óleo, c/ pimenta-do-reino, c/ sal, ;76;18,8;0,84;0,16
C0877B;Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, s/ óleo, c/ pimenta-do-reino, s/ sal, ;76;18,8;0,84;0,16
C0006M;Batata frita, McDonald´s, ;315;42,6;3,41;15,5
C0690B;Batata recheada, c/ requeijão e toucinho defumado (bacon), assada, c/ sal, ;187;14,9;6,47;11,6
C0687B;Batata suíça, c/ camarão, c/ sal, (batata inglesa cozida, c/ camarão e muçarela, c/ manteiga, c/ sal), ;107;10,1;7,13;4,48
C0686B;Batata suíça, c/ peito de frango, c/ sal, (batata inglesa cozida, c/ peito de frango e muçarela, c/ manteiga, c/ sal), ;119;10,2;8,97;4,95
C0689B;Batata suíça, c/ ricota e espinafre, c/ sal, (batata inglesa cozida, c/ ricota e espinafre, c/ manteiga, c/ sal), ;78;11,1;3,2;2,66
C0688B;Batata suíça, c/ toucinho defumado (bacon), c/ sal, (batata inglesa cozida, c/ toucinho defumado (bacon) e muçarela, c/ manteiga, c/ sal), ;198;10,2;8,57;13,9
C0297B;Batata, baroa (mandioquinha, batata salsa), cozida, s/ casca, drenada, c/ óleo de soja, c/ sal, ;96;18,4;0,83;2,54
C0296B;Batata, baroa (mandioquinha, batata salsa), s/ casca, cozida, drenada, c/ óleo de soja, s/ sal, ;97;18,5;0,83;2,55
C0054B;Batata, baroa (mandioquinha, batata salsa), s/ casca, cozida, drenada, s/ óleo, s/ sal, Chaerophyllum bulbosum, ;77;18,9;0,85;0,17
C0028B;Batata, baroa (mandioquinha, batata salsa), s/ casca, crua, <i>Arracacia xanthorrhiza</i> Bancrof, ;87;21,6;0,82;0,12
C0317B;Batata, baroa (mandioquinha, batata salsa), s/ casca, frita, c/ sal, ;230;30,2;1,36;12,2
C0316B;Batata, baroa (mandioquinha, batata salsa), s/ casca, frita, s/ sal, ;231;30,3;1,36;12,3
C0295B;Batata, baroa (mandioquinha, batata salsa), s/ casca, sauté (c/ margarina e salsa), c/ sal, ;103;17,9;0,81;3,5
C0294B;Batata, baroa (mandioquinha, batata salsa), s/ casca, sauté (c/ margarina e salsa), s/ sal, ;104;18;0,81;3,51
C0049B;Batata, chips, frita, c/ sal, <i>Solanum tuberosum</i> L., ;542;51,5;5,44;35,8
C0303B;Batata, doce, s/ casca, assada, c/ óleo de soja, c/ sal, ;144;35,1;2,18;0,28
C0302B;Batata, doce, s/ casca, assada, s/ óleo, s/ sal, ;145;35,3;2,19;0,28
C0882B;Batata, doce, s/ casca, assada, salsa, c/ azeite de oliva, c/ pimenta-do-reino, c/ sal, ;182;33,3;2,09;5,28
C0883B;Batata, doce, s/ casca, assada, salsa, c/ azeite de oliva, c/ pimenta-do-reino, s/ sal, ;182;33,4;2,11;5,28
C0881B;Batata, doce, s/ casca, assada, salsa, c/ manteiga, c/ pimenta-do-reino, c/ sal, ;176;33,3;2,11;4,58
C0880B;Batata, doce, s/ casca, assada, salsa, c/ manteiga, c/ pimenta-do-reino, s/ sal, ;175;33,2;2,08;4,57
C0884B;Batata, doce, s/ casca, assada, salsa, s/ óleo, c/ pimenta-do-reino, c/ sal, ;144;35,1;2,2;0,29
C0885B;Batata, doce, s/ casca, assada, salsa, s/ óleo, c/ pimenta-do-reino, s/ sal, ;144;35,1;2,22;0,29
C0299B;Batata, doce, s/ casca, cozida, drenada, c/ óleo de soja, c/ sal, ;111;22,4;0,83;2,55
C0298B;Batata, doce, s/ casca, cozida, drenada, c/ óleo de soja, s/ sal, ;111;22,5;0,83;2,56
C0907B;Batata, doce, s/ casca, cozida, drenada, s/ óleo, c/ sal, <i>Ipomoea batatas</i> Lam., ;92;23;0,85;0,18
C0042B;Batata, doce, s/ casca, cozida, drenada, s/ óleo, s/ sal, <i>Ipomoea batatas</i> Lam., ;92;23,1;0,85;0,18
C0012B;Batata, doce, s/ casca, crua, <i>Ipomea batatas</i> (L.) Lam, ;118;28,7;1,78;0,23
C0305B;Batata, doce, s/ casca, frita (c/ óleo de soja), c/ sal, ;254;36,8;1,36;12,2
C0304B;Batata, doce, s/ casca, frita (c/ óleo de soja), s/ sal, ;255;36,9;1,37;12,3
C0301B;Batata, doce, s/ casca, sauté (c/ margarina e salsa), c/ sal, ;135;21,3;0,79;5,76
C0300B;Batata, doce, s/ casca, sauté (c/ margarina e salsa), s/ sal, ;136;21,4;0,79;5,79
C0685B;Batata, inglesa, cozida, c/ muçarela, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, <i>Solanum tuberosum</i> L., ;128;10,8;6,49;6,77
C0293B;Batata, inglesa, cozida, s/ casca, c/ molho branco (leite, farinha de trigo e manteiga), c/ sal, <i>Solanum tuberosum</i> L., ;80;13;2,15;2,37
C0292B;Batata, inglesa, cozida, s/ casca, c/ molho branco (leite, farinha de trigo e manteiga), s/ sal, <i>Solanum tuberosum</i> L., ;80;13,1;2,16;2,38
C0291B;Batata, inglesa, cozida, s/ casca, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, <i>Solanum tuberosum</i> L., ;57;11,1;1,41;1,09
C0290B;Batata, inglesa, cozida, s/ casca, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, <i>Solanum tuberosum</i> L., ;57;11,2;1,42;1,09
C0118B;Batata, inglesa, frita (c/ óleo de soja), c/ sal, <i>Solanum tuberosum</i> L., ;248;32,7;4,04;11,9
C0048B;Batata, inglesa, frita, s/ sal, <i>Solanum tuberosum</i> L., ;248;32,9;4,06;11,9
C0864B;Batata, inglesa, s/ casca, assada, alecrim, c/ azeite de oliva, c/ pimenta-do-reino, c/ sal, ;130;19,5;2,4;5,13
C0865B;Batata, inglesa, s/ casca, assada, alecrim, c/ azeite de oliva, c/ pimenta-do-reino, s/ sal, ;132;19,8;2,42;5,21
C0862B;Batata, inglesa, s/ casca, assada, alecrim, c/ manteiga, c/ pimenta-do-reino, c/ sal, ;124;19,5;2,42;4,44
C0863B;Batata, inglesa, s/ casca, assada, alecrim, c/ manteiga, c/ pimenta-do-reino, s/ sal, ;126;19,8;2,44;4,51
C0866B;Batata, inglesa, s/ casca, assada, alecrim, s/ óleo, c/ pimenta-do-reino, c/ sal, ;90;20,5;2,53;0,1
C0867B;Batata, inglesa, s/ casca, assada, alecrim, s/ óleo, c/ pimenta-do-reino, s/ sal, ;91;20,8;2,55;0,17
C0141B;Batata, inglesa, s/ casca, assada, s/ óleo, c/ sal, <i>Solanum tuberosum</i> L., ;89;20,4;2,52;0,05
C0140B;Batata, inglesa, s/ casca, assada, s/ óleo, s/ sal, <i>Solanum tuberosum</i> L., ;89;20,4;2,52;0,05
C0315B;Batata, inglesa, s/ casca, cozida, drenada, c/ óleo de soja, c/ sal, <i>Solanum tuberosum</i> L., ;94;11,6;1,26;5,02
C0314B;Batata, inglesa, s/ casca, cozida, drenada, c/ óleo de soja, s/ sal, <i>Solanum tuberosum</i> L., ;94;11,7;1,27;5,05
C0117B;Batata, inglesa, s/ casca, cozida, drenada, s/ óleo, c/ sal, <i>Solanum tuberosum</i> L., ;52;12,2;1,33;0,05
C0041B;Batata, inglesa, s/ casca, cozida, drenada, s/ óleo, s/ sal, <i>Solanum tuberosum</i> L., ;52;12,3;1,33;0,05
C0013B;Batata, inglesa, s/ casca, crua, <i>Solanum tuberosum</i> L., ;72;16,5;2,04;0,04
C0170B;Batata, inglesa, s/ casca, sauté (c/ margarina e salsa), c/ sal, <i>Solanum tuberosum</i> L., ;67;14,1;1,29;0,9
C0103B;Batata, inglesa, sauté (c/ margarina e salsa), s/ sal, <i>Solanum tuberosum</i> L., ;67;14,1;1,29;0,9
C0141H;Batida de maracujá com álcool, (polpa de maracujá, leite condensado e aguardente (cachaça)), ;152;18,8;2,73;2,61
C0027L;Baunilha, extrato, ;292;12,6;0,06;0,06
C0160H;Bebida alcóolica, Amarula, caseira, (leite condensado, creme de leite, conhaque, leite, extrato de baunilha e chocolate em pó), ;238;22,9;3,6;8,53
C0137H;Bebida alcóolica, cuba libre, (rum, suco de limão, refrigerante tipo cola), ;88;6,83;0,03;0
C0006H;Bebida alcoólica, aguardente, cachaça, ;218;0;0;0
C0046H;Bebida alcoólica, arroz, saquê, ;135;5;0,5;0
C0133H;Bebida alcoólica, caipirinha, (limão, cachaça e açúcar), ;219;22;0,22;0,03
C0009H;Bebida alcoólica, cerveja, Pilsen, ;41;3,34;0,56;tr
C0056H;Bebida alcoólica, conhaque, ;207;0,3;0;0
C0002H;Bebida alcoólica, destilada (gim, rum, vodka, whisky) (teor alcoólico 33%), ;231;0;0;0
C0003H;Bebida alcoólica, destilada (gim, rum, vodka, whisky) (teor alcoólico 36%), ;250;0;0;0
C0004H;Bebida alcoólica, destilada (gim, rum, vodka, whisky) (teor alcoólico 39%), ;275;0;0;0
C0005H;Bebida alcoólica, destilada (gim, rum, vodka, whisky) (teor alcoólico 42%), ;295;0;0;0
C0155H;Bebida alcoólica, drink (Tipo Smirnoff ice) (água gaseificada, vodka e açúcar), (água gaseificada, vodka e açúcar), ;111;24,6;0,09;0,01
C0134H;Bebida alcoólica, espanhola, (abacaxi, leite condensado e vinho), ;122;12,3;1,28;1,04
C0138H;Bebida alcoólica, grappa, ;370;33,6;0;0
C0088H;Bebida alcoólica, leite de onça, (leite condensado, leite de coco, aguardente (cachaça)), ;207;23,2;3,27;6,37
C0142H;Bebida alcoólica, pina colada, (leite condensado, leite de coco, suco de abacaxi e rum), ;148;10,9;1,44;3,91
C0139H;Bebida alcoólica, pisco sour, (pisco, xarope de açúcar, clara de ovo, suco de limão), ;235;15;2,23;0,08
C0147H;Bebida alcoólica, vermute, ;199;21,7;0,08;0
C0034H;Bebida alcoólica, vinho (média diferentes amostras), ;92;3,41;0,08;0
C0035H;Bebida alcoólica, vinho, branco (média diferentes amostras), ;90;2,94;0,08;0
C0116H;Bebida alcoólica, vinho, espumante, brut, ;90;2,91;0,08;0
