nome,categoria,porcao_g,kcal,prot_g,carb_g,gord_g,contexto_culinario,incompativel_com,velocidade_absorcao,preco
"Carne, boi, filé mignon, s/ gordura, grelhada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ",Carne Vermelha,100.0,184,26.6,1.4,8.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, filé mignon, s/ gordura, grelhada, s/ óleo, s/ sal, Bos taurus, ",Carne Vermelha,100.0,211,32.8,0.1,8.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, filé mignon, s/ gordura, grelhada/assada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Bos taurus, ",Carne Vermelha,100.0,184,26.6,1.3,8.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, filé mignon, s/ gordura, grelhada/assada, s/ óleo, c/ sal, Bos taurus, ",Carne Vermelha,100.0,210,32.7,0.0,8.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, flanco, s/ gordura, cozida, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,191,28.0,0.7,8.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, flanco, s/ gordura, cozida, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,192,28.1,0.8,8.6,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, flanco, s/ gordura, cozida, c/ batata e cenoura, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,145,19.5,3.2,6.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, flanco, s/ gordura, cozida, c/ batata e cenoura, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,146,19.5,3.2,6.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, flanco, s/ gordura, cozida, c/ batata e vegetais - cenoura, chuchu, vagem, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,128,16.7,3.5,5.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, flanco, s/ gordura, cozida, c/ batata e vegetais - cenoura, chuchu, vagem, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,129,16.7,3.6,5.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, flanco, s/ gordura, cozida, c/ batata e vegetais - cenoura, chuchu, vagem, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ",Carne Vermelha,100.0,114,14.8,3.6,4.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, flanco, s/ gordura, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ",Carne Vermelha,100.0,165,23.8,1.3,7.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, flanco, s/ gordura, cozida, s/ sal, Bos taurus, ",Carne Vermelha,100.0,187,29.4,0.0,7.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, flanco, s/ gordura, cru, Bos taurus, ",Carne Vermelha,100.0,139,20.0,0.8,6.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, fraldinha, c/ gordura, cozida, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,326,23.0,0.7,25.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, fraldinha, c/ gordura, cozida, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,327,23.0,0.8,25.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, fraldinha, c/ gordura, cozida, c/ batata e cenoura, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,237,16.0,3.2,18.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, fraldinha, c/ gordura, cozida, c/ batata e cenoura, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,239,16.1,3.3,18.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, fraldinha, c/ gordura, cozida, s/ óleo, c/ sal, Bos taurus, ",Carne Vermelha,100.0,330,24.1,0.0,25.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, fraldinha, c/ gordura, cozida, s/ sal, Bos taurus, ",Carne Vermelha,100.0,329,24.0,0.0,25.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, fraldinha, c/ gordura, crua, Bos taurus, ",Carne Vermelha,100.0,216,17.6,0.0,16.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, fraldinha, c/ gordura, frita (c/ óleo de soja), c/ sal, Bos taurus, ",Carne Vermelha,100.0,290,19.9,0.0,23.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, fraldinha, c/ gordura, frita (c/ óleo de soja), s/ sal, Bos taurus, ",Carne Vermelha,100.0,292,20.0,0.0,23.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lagarto, cozida, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,215,31.2,0.7,9.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lagarto, cozida, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,216,31.2,0.8,9.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lagarto, cozida, c/ cenoura e ervilha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ",Carne Vermelha,100.0,138,17.6,4.8,5.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lagarto, cozida, c/ cenoura e ervilha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, ",Carne Vermelha,100.0,138,17.6,4.9,5.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lagarto, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Bos taurus, ",Carne Vermelha,100.0,185,26.5,1.3,8.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lagarto, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Bos taurus, ",Carne Vermelha,100.0,186,26.6,1.3,8.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lagarto, cozida, s/ óleo, c/ sal, Bos taurus, ",Carne Vermelha,100.0,212,32.7,0.0,9.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lagarto, cozida, s/ óleo, s/ sal, Bos taurus, ",Carne Vermelha,100.0,212,32.7,0.0,9.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lagarto, crua (média diferentes amostras frescas, resfriadas, congeladas), Bos taurus, ",Carne Vermelha,100.0,128,20.9,1.0,4.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lagarto, frita (c/ óleo de soja), c/ sal, Bos taurus, ",Carne Vermelha,100.0,267,30.1,0.0,16.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lagarto, frita (c/ óleo de soja), s/ sal, Bos taurus, ",Carne Vermelha,100.0,268,30.2,0.0,16.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lagarto, refogada (c/ óleo, cebola e alho), c/ sal, Bos taurus, ",Carne Vermelha,100.0,177,27.6,0.7,7.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lagarto, refogada (c/ óleo, cebola e alho), s/ sal, Bos taurus, ",Carne Vermelha,100.0,178,27.8,0.8,7.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, língua, cozida, ao molho vermelho (tomate, c/ óleo, cebola e alho), c/ sal, ",Carne Vermelha,100.0,261,17.4,1.3,20.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, língua, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Bos taurus, ",Carne Vermelha,100.0,262,17.4,1.3,20.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, língua, cozida, s/ óleo, c/ sal, ",Carne Vermelha,100.0,307,21.3,0.0,24.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, língua, crua, Bos taurus, ",Carne Vermelha,100.0,216,17.1,1.3,15.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, língua, refogada, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,306,20.4,0.7,24.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lingua, cozida, c/ cenoura e ervilha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ",Carne Vermelha,100.0,185,11.9,4.8,13.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lingua, cozida, c/ cenoura e ervilha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, ",Carne Vermelha,100.0,138,17.6,4.9,5.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lingua, cozida, recheada, c/ cenoura, pimentão vermelho, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ",Carne Vermelha,100.0,192,12.5,2.6,14.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lingua, cozida, recheada, c/ linguiça calabresa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ",Carne Vermelha,100.0,256,17.1,1.4,20.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, lingua, cozida, s/ sal, Bos taurus, ",Carne Vermelha,100.0,308,21.3,0.0,24.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, crua, Bos taurus, ",Carne Vermelha,100.0,144,21.0,0.7,6.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, frita (c/ óleo de soja), c/ sal, Bos taurus, ",Carne Vermelha,100.0,204,28.1,0.0,10.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, frita (c/ óleo de soja), s/ sal, Bos taurus, ",Carne Vermelha,100.0,205,28.3,0.0,10.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, grelhada, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,233,29.3,0.6,12.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, grelhada, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,234,29.3,0.7,12.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, grelhada, c/ manteiga, c/ sal, ",Carne Vermelha,100.0,284,27.7,0.0,18.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, grelhada, c/ manteiga, s/ sal, ",Carne Vermelha,100.0,287,27.7,0.2,19.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, ",Carne Vermelha,100.0,224,25.7,3.4,11.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal, ",Carne Vermelha,100.0,225,25.7,3.4,11.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), c/ sal, ",Carne Vermelha,100.0,225,24.9,2.2,12.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), s/ sal, ",Carne Vermelha,100.0,156,24.9,2.3,5.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, grelhada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ",Carne Vermelha,100.0,201,24.9,1.4,10.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, grelhada, s/ óleo, s/ sal, Bos taurus, ",Carne Vermelha,100.0,233,30.7,0.2,11.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, grelhada/assada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Bos taurus, ",Carne Vermelha,100.0,131,24.9,1.3,3.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, grelhada/assada, s/ óleo, c/ sal, Bos taurus, ",Carne Vermelha,100.0,144,30.6,0.0,2.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, s/ gordura, assada, recheado - cebola, pimentão, tomate, linguiça calabresa, c/ pimenta-do-reino, c/ sal, ",Carne Vermelha,100.0,140,26.1,1.2,3.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, maminha, s/ gordura, assada, recheado - cebola, pimentão, tomate, linguiça calabresa, c/ pimenta-do-reino, s/ sal, ",Carne Vermelha,100.0,140,26.2,1.3,3.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cozida, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,186,29.4,0.7,7.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cozida, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,216,31.2,0.7,9.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cozida, c/ batata doce e cenoura, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,243,16.0,4.8,18.0,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cozida, c/ batata doce e cenoura, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,245,16.0,4.9,18.1,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cozida, c/ batata e cenoura, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,237,16.0,3.2,18.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cozida, c/ batata e cenoura, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,239,16.1,3.3,18.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cozida, c/ brócolis e cenoura, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,234,16.3,2.0,18.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cozida, c/ brócolis e cenoura, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,235,16.3,2.1,18.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cozida, c/ cenoura e ervilha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ",Carne Vermelha,100.0,138,17.6,4.8,5.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cozida, c/ cenoura e ervilha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, ",Carne Vermelha,100.0,138,17.6,4.9,5.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Bos taurus, ",Carne Vermelha,100.0,163,25.2,1.3,6.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Bos taurus, ",Carne Vermelha,100.0,163,25.3,1.3,6.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cozida, s/ óleo, c/ sal, Bos taurus, ",Carne Vermelha,100.0,184,31.1,0.0,6.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cozida, s/ óleo, s/ sal, Bos taurus, ",Carne Vermelha,100.0,183,30.8,0.0,6.6,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, músculo, s/ gordura, cru, Bos taurus, ",Carne Vermelha,100.0,137,20.7,0.0,6.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, miolo de alcatra (baby beef), grelhada/assada, s/ óleo, c/ molho roti (caldo de carne, água, vinho tinto, farinha de trigo, manteiga, tomilho, c/ pimenta-do-reino), c/ sal, ",Carne Vermelha,100.0,219,25.8,1.7,11.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, miolo de alcatra, grelhada/assada, s/ óleo, c/ sal, Bos taurus, ",Carne Vermelha,100.0,231,31.8,0.0,11.6,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, miolo de alcatra, s/ gordura, grelhada, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,243,30.4,3.1,12.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, miolo de alcatra, s/ gordura, grelhada, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,244,30.4,3.2,12.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, miolo de alcatra, s/ gordura, grelhada, c/ manteiga, c/ sal, ",Carne Vermelha,100.0,293,28.8,2.5,18.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, miolo de alcatra, s/ gordura, grelhada, c/ manteiga, s/ sal, ",Carne Vermelha,100.0,297,28.8,2.5,19.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, miolo de alcatra, s/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, ",Carne Vermelha,100.0,233,26.6,5.4,11.6,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, miolo de alcatra, s/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal, ",Carne Vermelha,100.0,233,26.6,5.5,11.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, miolo de alcatra, s/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), c/ sal, ",Carne Vermelha,100.0,234,25.8,4.3,12.6,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, miolo de alcatra, s/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), s/ sal, ",Carne Vermelha,100.0,235,25.8,4.3,12.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, miolo de alcatra, s/ gordura, grelhada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ",Carne Vermelha,100.0,210,25.9,3.5,10.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, miolo de alcatra, s/ gordura, grelhada, s/ óleo, s/ sal, Bos taurus, ",Carne Vermelha,100.0,244,31.9,2.8,11.6,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, miolo, cozida, s/ óleo, c/sal, ",Carne Vermelha,100.0,186,31.8,0.0,6.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, miolo, cozida, s/óleo, s/ sal, ",Carne Vermelha,100.0,147,11.7,1.5,10.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, moída, s/ gordura, crua, Bos taurus, ",Carne Vermelha,100.0,145,19.3,0.1,7.6,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, ovelha, cozido, c/ óleo, c/ sal, ",Carne Vermelha,100.0,251,25.5,0.0,16.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, c/ gordura, crua, Bos taurus, ",Carne Vermelha,100.0,152,21.3,0.0,7.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, cozida, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,189,28.2,0.8,8.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, cozida, c/ batata doce e cenoura, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,149,19.5,4.8,5.9,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, cozida, c/ batata doce e cenoura, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,150,19.5,4.9,6.0,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, cozida, c/ batata e cenoura, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,143,19.6,3.2,5.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, cozida, c/ batata e cenoura, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,144,19.6,3.2,6.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, cozida, c/ brócolis e cenoura, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,139,19.8,2.0,6.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, cozida, c/ brócolis e cenoura, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,140,19.8,2.1,6.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, cozida, c/ ervilha e cenoura, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, ",Carne Vermelha,100.0,123,16.0,4.8,4.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, cozida, c/ ervilha e cenoura, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, ",Carne Vermelha,100.0,123,16.0,4.9,4.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal, Bos taurus, ",Carne Vermelha,100.0,163,24.0,1.3,6.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, cozida, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal, Bos taurus, ",Carne Vermelha,100.0,164,24.1,1.3,7.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, cozida, refogada (c/ óleo, cebola e alho), c/ sal, ",Carne Vermelha,100.0,187,28.2,0.7,8.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, cozida, s/ óleo, c/ sal, Bos taurus, ",Carne Vermelha,100.0,185,29.6,0.0,7.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, cozida, s/ óleo, s/ sal, Bos taurus, ",Carne Vermelha,100.0,184,29.5,0.0,7.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, crua, Bos taurus, ",Carne Vermelha,100.0,136,21.0,0.2,5.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, frita (c/ óleo de soja), c/ sal, Bos taurus, ",Carne Vermelha,100.0,242,27.2,0.0,14.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, frita (c/ óleo de soja), s/ sal, Bos taurus, ",Carne Vermelha,100.0,243,27.3,0.0,14.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, paleta, s/ gordura, refogada (c/ óleo, cebola e alho), c/ sal, ",Carne Vermelha,100.0,190,28.3,0.8,8.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, patinho, crua (média de várias amostras), Bos taurus, ",Carne Vermelha,100.0,115,21.0,0.3,3.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, patinho, s/ gordura, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), c/ sal, Bos taurus, ",Carne Vermelha,100.0,249,25.6,7.9,12.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, patinho, s/ gordura, à milanesa (ovo e farinha de rosca), frita (c/ óleo de soja), s/ sal, Bos taurus, ",Carne Vermelha,100.0,250,25.7,8.0,12.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, patinho, s/ gordura, frita (c/ óleo de soja), c/ sal, Bos taurus, ",Carne Vermelha,100.0,263,32.9,0.0,14.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, patinho, s/ gordura, frita (c/ óleo de soja), s/ sal, Bos taurus, ",Carne Vermelha,100.0,265,33.0,0.0,14.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, patinho, s/ gordura, grelhada, c/ óleo, cebola e alho, c/ sal, ",Carne Vermelha,100.0,212,34.2,0.8,8.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, patinho, s/ gordura, grelhada, c/ óleo, cebola e alho, s/ sal, ",Carne Vermelha,100.0,213,34.2,0.8,8.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, patinho, s/ gordura, grelhada, c/ manteiga, c/ sal, ",Carne Vermelha,100.0,264,32.3,0.0,14.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, patinho, s/ gordura, grelhada, c/ manteiga, s/ sal, ",Carne Vermelha,100.0,267,32.3,0.3,15.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, patinho, s/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal, ",Carne Vermelha,100.0,206,29.8,3.5,8.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, patinho, s/ gordura, grelhada, c/ molho branco (farinha de trigo, manteiga e leite), s/ sal, ",Carne Vermelha,100.0,207,29.8,3.5,8.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, patinho, s/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), c/ sal, ",Carne Vermelha,100.0,207,29.0,2.3,9.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Carne, boi, patinho, s/ gordura, grelhada, c/ molho de mostarda (creme de leite, suco de limão e mostarda), s/ sal, ",Carne Vermelha,100.0,208,29.0,2.4,9.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
