nome,categoria,porcao_g,kcal,prot_g,carb_g,gord_g,contexto_culinario,incompativel_com,velocidade_absorcao,preco
"Gengibre, raiz, <i>in natura</i>, Zingiber officinale, ",Outros Carboidratos,100.0,81,1.8,17.8,0.8,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Gergelim, semente, crua, <i>Sesamum indicum</i> L., ",Outros Carboidratos,100.0,601,21.2,21.6,50.4,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$
"Glicose, milho, ",Outros Carboidratos,100.0,318,0.0,79.4,0.0,Café|Lanche,Almoço|Jantar|Lixo,Rápida,$$
"Goiaba, branca, inteira, c/ casca, <i>in natura</i>, <i>Psidium guajava</i> L., ",Outros Carboidratos,100.0,45,0.8,12.3,0.5,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Goiaba, doce, cascão, ",Outros Carboidratos,100.0,309,0.4,78.7,0.1,Café|Lanche,Almoço|Jantar|Lixo,Rápida,$$
"Goiaba, doce, em pasta, ",Outros Carboidratos,100.0,291,0.6,74.1,0.0,Café|Lanche,Almoço|Jantar|Lixo,Rápida,$$
"Goiaba, inteira, <i>in natura</i>, <i>Psidium guajava</i> L., ",Outros Carboidratos,100.0,50,0.9,13.4,0.5,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Goiaba, vermelha, inteira, c/ casca, <i>in natura</i>, <i>Psidium guajava</i> L., ",Outros Carboidratos,100.0,50,0.9,13.3,0.5,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Goiabada, diet, ",Outros Carboidratos,100.0,166,0.6,43.9,0.0,Café|Lanche,Almoço|Jantar|Lixo,Rápida,$$
"Goma de mascar, c/ açúcar (média de diferentes sabores), ",Doces/Sobremesas,100.0,383,0.0,97.0,0.0,Café|Lanche,Almoço|Jantar|Lixo,Muito Rápida,$$
"Goma de mascar, diet (média de diferentes sabores), ",Outros Carboidratos,100.0,378,0.0,94.8,0.4,Café|Lanche,Almoço|Jantar|Lixo,Rápida,$$
"Gordura bovina, sebo, ",Carne Vermelha,100.0,900,0.0,0.0,100.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Gordura, vegetal, hidrogenada, ",Outros Carboidratos,100.0,900,0.0,0.0,100.0,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$
"Goulash, c/ sal, (carne, bovina, acém, s/ gordura, cozida, c/ batata e cenoura, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ",Carne Vermelha,100.0,130,14.3,4.1,6.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Goulash, s/ sal, (carne, bovina, acém, s/ gordura, cozida, c/ batata e cenoura, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal), ",Carne Vermelha,100.0,130,14.3,4.2,6.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Grão de bico, cozido, dreando, s/ óleo, c/ sal, <i>Cicer arietinum</i> L., ",Outros Carboidratos,100.0,114,7.5,20.7,1.8,Almoço|Jantar,Café|Lanche|Lixo,Rápida,$$
"Grão de bico, cozido, drenado, s/ óleo, s/ sal, <i>Cicer arietinum</i> L., ",Outros Carboidratos,100.0,115,7.5,20.8,1.9,Almoço|Jantar,Café|Lanche|Lixo,Rápida,$$
"Grão de bico, cru, <i>Cicer arietinum</i> L., ",Outros Carboidratos,100.0,339,21.0,59.7,5.5,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$
"Grão-de-bico, conserva, dreando, <i>Cicer arietinum</i> L.,Jurema, ",Outros Carboidratos,100.0,115,6.2,21.5,1.7,Café|Lanche,Almoço|Jantar|Lixo,Rápida,$$
"Grão-de-bico, farinha, desengordurado, <i>Cicer arietinum</i> L., ",Pães/Lanches,100.0,320,17.9,68.3,1.2,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$
"Granola, cacau, caseira, (aveia em flocos, semente de girassol, coco, mel, amêndoa, c/ óleo de milho, c/ cacau em pó), ",Outros Carboidratos,100.0,462,11.1,45.7,28.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$$
"Granola, caseira, simples, (aveia em flocos, flocos de milho, semente linhaça, castanha de caju e Brasil, damasco seco, uva passa, c/ canela), ",Outros Carboidratos,100.0,389,10.6,66.1,11.0,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$$$
"Granola, cereais, frutas secas e oleagionosas, caseira, (aveia em flocos, semente de linhaça, gergelim, abóbora e girassol, amêndoa, cranberry e figo seco, uva passa, gengibre, cravo e canela em pó, s/ açúcar), ",Doces/Sobremesas,100.0,433,12.4,52.1,22.5,Café|Lanche,Almoço|Jantar|Lixo,Muito Rápida,$$$$
"Graviola, <i>in natura</i>, <i>Psidium guajava</i> L., ",Outros Carboidratos,100.0,65,0.8,15.8,0.2,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Graviola, polpa, congelada, ",Outros Carboidratos,100.0,40,0.6,9.8,0.1,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Guaraná, em pó, ",Outros Carboidratos,100.0,377,16.5,71.6,2.8,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$
"Guioza, caseiro, (farinha de trigo, água, repolho, lombo suíno, cebolinha, c/ óleo de soja, c/ óleo de gergelim, c/ sal), ",Pães/Lanches,100.0,224,10.7,31.0,6.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Hómus, c/ grão de bico, s/ sal, (grão de bico, tahini (pasta de gergelim), azeite de oliva, salsinha e cebolinha, suco de limão, pimenta do reino, s/ sal), ",Outros Carboidratos,100.0,275,7.7,18.0,20.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Hambúrguer de grão de bico, grelhado, c/ azeite de oliva, c/ sal, (grão de bico, farinha de trigo, páprica, pimenta-do-reino, c/ azeite de oliva, cebola e alho, c/ sal), ",Pães/Lanches,100.0,154,7.2,24.0,4.7,Almoço|Jantar,Café|Lanche|Lixo,Rápida,$$
"Hambúrguer de soja, grelhado, c/ óleo de soja, c/ sal, (proteína texturarizada de soja (hidratada com caldo de legumes), farinha de rosca, farinha de trigo, ovo, salsinha e cebolinha, cebola e alho, pimenta-do-reino, c/ óleo de soja, c/ sal), ",Ovos,100.0,212,22.1,26.0,3.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$
"Hambúrguer, bovino, cru, ",Outros Carboidratos,100.0,187,14.5,4.1,12.6,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$
"Hambúrguer, bovino, grelhado (c/ óleo de soja), c/ molho de tomate (tomate, c/ óleo, cebola e alho, c/ sal), ",Outros Carboidratos,100.0,181,10.9,10.4,11.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Hambúrguer, bovino, grelhado, à pizzaiolo (queijo muçarela, tomate, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ orégano, c/ sal, ",Queijos/Laticínios,100.0,199,12.6,9.9,12.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Hambúrguer, bovino, industrializado, frito, ",Outros Carboidratos,100.0,258,20.0,6.3,17.0,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$
"Hambúrguer, bovino, industrializado, grelhado, ",Outros Carboidratos,100.0,210,13.2,11.3,12.4,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$
"Hambúrguer, cru (média diferentes tipos de carne), ",Carne Vermelha,100.0,216,15.6,4.1,15.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Hambúrguer, frango, cru, Sadia, ",Frango,100.0,218,14.1,4.9,15.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Hambúrguer, frango, cru, Seara, ",Frango,100.0,227,15.0,1.2,18.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Hambúrguer, industrializado, frango, grelhado, s/ óleo, ",Frango,100.0,228,13.6,10.5,14.7,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Hambúrguer, soja, s/ temperos, s/ sal, cru, <i>Glycine max</i> L., ",Outros Carboidratos,100.0,73,6.8,7.3,3.4,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Harumaki (rolinho primavera), camarão, frito, c/ sal, (massa com farinha trigo, recheado - camarão, requeijão, c/ cebola e alho, frito (c/ óleo de soja), c/ sal), ",Peixe,100.0,302,11.1,16.4,21.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Harumaki (rolinho primavera), frutos do mar, frito, c/ sal, (massa com farinha trigo, recheado - camarão, lula e polvo, requeijão, c/ cebola e alho, frito (c/ óleo de soja), c/ sal), ",Peixe,100.0,311,12.6,16.8,21.6,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Harumaki (rolinho primavera), peixe, frito, c/ sal, (massa com farinha trigo, recheado - pescada, requeijão, c/ cebola e alho, frito (c/ óleo de soja), c/ sal), ",Peixe,100.0,318,11.8,16.4,22.9,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Hortelã, <i>in natura</i>, Mentha spicata, ",Outros Carboidratos,100.0,40,3.3,8.4,0.7,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Hot Filadélfia (Hot Roll), (arroz para sushi (c/ vinagre de arroz, açúcar e sal), salmão, cream cheese, alga nori, ovo, farinha de trigo, farinha de rosca, frito, c/ óleo de soja), ",Ovos,100.0,273,9.0,27.8,14.8,Café|Lanche,Almoço|Jantar|Lixo,Muito Rápida,$
"Inhame, c/ casca, cozido, drenado, c/ óleo de soja, c/ sal, Colocasia esculenta, ",Outros Carboidratos,100.0,129,2.2,19.4,5.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Inhame, s/ casca, assado, s/ óleo, c/ sal, Colocasia esculenta, ",Outros Carboidratos,100.0,92,2.4,21.2,0.1,Almoço|Jantar,Café|Lanche|Lixo,Rápida,$$
"Inhame, s/ casca, assado, s/ óleo, s/ sal, Colocasia esculenta, ",Outros Carboidratos,100.0,93,2.4,21.3,0.1,Almoço|Jantar,Café|Lanche|Lixo,Rápida,$$
"Inhame, s/ casca, cozido, drenado, c/ óleo de soja, s/ sal, Colocasia esculenta, ",Outros Carboidratos,100.0,130,2.2,19.5,5.1,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Inhame, s/ casca, cozido, drenado, s/ óleo, c/ sal, Colocasia esculenta, ",Outros Carboidratos,100.0,89,2.3,20.4,0.1,Almoço|Jantar,Café|Lanche|Lixo,Rápida,$$
"Inhame, s/ casca, cozido, drenado, s/ óleo, s/ sal, Colocasia esculenta, ",Outros Carboidratos,100.0,89,2.3,20.5,0.1,Almoço|Jantar,Café|Lanche|Lixo,Rápida,$$
"Inhame, s/ casca, cru, Colocasia esculenta, ",Outros Carboidratos,100.0,88,2.3,20.3,0.1,Café|Lanche,Almoço|Jantar|Lixo,Rápida,$$
"Inhame, s/ casca, refogado (c/ óleo, cebola e alho), c/ sal, Colocasia esculenta, ",Outros Carboidratos,100.0,99,2.3,20.3,1.3,Almoço|Jantar,Café|Lanche|Lixo,Rápida,$$
"Inhame, s/ casca, refogado (c/ óleo, cebola e alho), s/ sal, Colocasia esculenta, ",Outros Carboidratos,100.0,100,2.4,20.4,1.3,Almoço|Jantar,Café|Lanche|Lixo,Rápida,$$
"Iogurte, frutas, diet, ",Outros Carboidratos,100.0,107,4.9,18.6,1.4,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, grego, c/ frutas, integral, ",Outros Carboidratos,100.0,106,7.3,12.3,3.0,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, grego, simples, integral, ",Outros Carboidratos,100.0,97,9.0,4.0,5.0,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, integral (média de diferentes sabores), ",Outros Carboidratos,100.0,75,3.1,10.9,2.2,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, integral, ameixa, ",Outros Carboidratos,100.0,67,3.0,10.2,1.6,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, integral, coco, ",Outros Carboidratos,100.0,67,3.0,10.2,1.6,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, integral, maçã, ",Outros Carboidratos,100.0,67,3.0,10.2,1.6,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, integral, maracujá, ",Outros Carboidratos,100.0,67,3.0,10.2,1.6,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, integral, morango, ",Outros Carboidratos,100.0,85,2.6,13.9,2.1,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, integral, pêssego, ",Outros Carboidratos,100.0,67,2.5,9.4,2.3,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, integral, polpa de fruta, morango, ",Outros Carboidratos,100.0,99,2.5,18.0,1.9,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, integral, salada de frutas, ",Outros Carboidratos,100.0,67,3.0,10.2,1.6,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, natural (média de diferentes amostras), ",Outros Carboidratos,100.0,57,4.0,4.8,2.4,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, natural, c/ aveia, flocos, ",Outros Carboidratos,100.0,122,6.3,16.9,3.7,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, natural, c/ granola, caseira (aveia em flocos, flocos de milho, semente de chia e linhaça, coco, mel, oleagionosas - noz, castanha de caju e Brasil, amêndoa e avelã, damasco seco, uva passa, c/ óleo de milho, c/ canela), ",Outros Carboidratos,100.0,128,5.3,16.2,5.0,Almoço|Jantar,Café|Lanche|Lixo,Média,$$$$
"Iogurte, natural, c/ granola, caseira, simples (aveia em flocos, flocos de milho, semente de linhaça, castanha de caju e Brasil, damasco seco, uva passa e canela em pó), ",Outros Carboidratos,100.0,123,5.3,17.0,4.2,Café|Lanche,Almoço|Jantar|Lixo,Média,$$$$
"Iogurte, natural, desnatado, ",Outros Carboidratos,100.0,48,4.0,7.0,0.4,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, natural, desnatado, c/ aveia, flocos, ",Outros Carboidratos,100.0,115,6.3,18.7,2.1,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, natural, desnatado, c/ granola, caseira (aveia em flocos, flocos de milho, semente de chia e linhaça, coco, mel, oleagionosas - noz, castanha de caju e Brasil, amêndoa e avelã, damasco seco, uva passa, c/ óleo de milho, c/ canela), ",Outros Carboidratos,100.0,121,5.4,18.0,3.4,Almoço|Jantar,Café|Lanche|Lixo,Média,$$$$
"Iogurte, natural, desnatado, c/ granola, simples (aveia em flocos, flocos de milho, semente de linhaça, castanha de caju e Brasil, damasco seco, uva passa e canela em pó), ",Outros Carboidratos,100.0,116,5.4,18.8,2.5,Café|Lanche,Almoço|Jantar|Lixo,Média,$$$$
"Iogurte, natural, desnatado, Vigor, ",Outros Carboidratos,100.0,55,4.2,8.3,0.5,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Iogurte, natural, Vigor, ",Outros Carboidratos,100.0,63,4.0,7.6,1.8,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Jabuticaba, <i>in natura</i>, <i>Myrciaria cauliflora</i> Berg., ",Outros Carboidratos,100.0,60,0.6,15.3,0.1,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Jaca, <i>in natura</i>, <i>Artocarpus integrifolia</i> L. f., ",Outros Carboidratos,100.0,93,1.4,22.5,0.3,Café|Lanche,Almoço|Jantar|Lixo,Rápida,$$
"Jambo, <i>in natura</i>, <i>Eugenia malaccensis</i> L., ",Outros Carboidratos,100.0,20,0.9,6.5,0.1,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Jambu, cru, <i>Spilanthes oleracea</i> L., ",Outros Carboidratos,100.0,33,3.1,6.7,0.2,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Jamelão, <i>in natura</i>, <i>Syzygium cumini</i> Lamarck, ",Outros Carboidratos,100.0,42,0.6,10.6,0.1,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Jardineira de carne de soja, c/ sal, (proteína de soja texturizada (hidratada com caldo de legumes), batata, cenoura, ervilha em vagem, tomate, pimentão, cheiro verde, c/ óleo, cebola e alho, c/ sal), ",Carne Vermelha,100.0,97,10.1,13.0,1.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Jardineira de carne de soja, s/ sal, (proteína de soja texturizada (hidratada com caldo de legumes), batata, cenoura, ervilha em vagem, tomate, pimentão, cheiro verde, c/ óleo, cebola e alho, s/ sal), ",Carne Vermelha,100.0,97,10.1,13.0,1.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Jardineira de frango, c/ sal, (peito de frango, batata, cenoura, ervilha em vagem, c/ tomate, pimentão, salsa, cebolinha, c/ óleo, cebola e alho, c/ sal), ",Frango,100.0,101,15.6,4.0,2.8,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Jardineira de legumes, c/ carne bovina, / sal, (batata, cenoura e chuchu, c/ carne bovina, c/ tomate, pimentão, salsa, cebolinha, c/ óleo, cebola e alho, c/ sal), ",Carne Vermelha,100.0,77,6.2,6.3,3.3,Almoço|Jantar,Café|Lanche|Lixo,Média,$$$
"Jardineira de legumes, c/ sal, (batata, cenoura e chuchu, c/ tomate, pimentão, salsa e cebolinha, c/ óleo, cebola e alho, c/ sal), ",Batatas,100.0,44,1.1,7.8,1.3,Almoço|Jantar,Café|Lanche|Lixo,Média,$
"Jiló, c/ casca, assado, s/ óleo, c/ sal, Solanum gilo, ",Outros Carboidratos,100.0,28,1.8,7.7,0.3,Almoço|Jantar,Café|Lanche|Lixo,Média,$$
"Jiló, c/ casca, assado, s/ óleo, s/ sal, Solanum gilo, ",Outros Carboidratos,100.0,28,1.8,7.7,0.3,Almoço|Jantar,Café|Lanche|Lixo,Média,$$
"Jiló, c/ casca, cozido, drenado, c/ óleo de soja, c/ sal, Solanum gilo, ",Outros Carboidratos,100.0,48,1.6,7.2,2.6,Almoço|Jantar,Café|Lanche|Lixo,Média,$$
"Jiló, c/ casca, cozido, drenado, c/ óleo de soja, s/ sal, Solanum gilo, ",Outros Carboidratos,100.0,48,1.6,7.2,2.6,Almoço|Jantar,Café|Lanche|Lixo,Média,$$
"Jiló, c/ casca, cozido, drenado, s/ óleo, c/ sal, Solanum gilo, ",Outros Carboidratos,100.0,27,1.7,7.4,0.3,Almoço|Jantar,Café|Lanche|Lixo,Média,$$
"Jiló, c/ casca, cozido, drenado, s/ óleo, s/ sal, Solanum gilo, ",Outros Carboidratos,100.0,27,1.7,7.4,0.3,Almoço|Jantar,Café|Lanche|Lixo,Média,$$
"Jiló, c/ casca, cru, Solanum gilo, ",Outros Carboidratos,100.0,23,1.4,6.2,0.2,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Jiló, c/ casca, frito (c/ óleo de soja), c/ sal, Solanum gilo, ",Outros Carboidratos,100.0,262,1.8,7.7,26.2,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Jiló, c/ casca, frito (c/ óleo de soja), s/ sal, Solanum gilo, ",Outros Carboidratos,100.0,262,1.8,7.7,26.3,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Jiló, c/ casca, refogado (c/ óleo, cebola e alho), c/ sal, Solanum gilo, ",Outros Carboidratos,100.0,42,1.9,8.5,1.5,Almoço|Jantar,Café|Lanche|Lixo,Média,$$
"Jiló, c/ casca, refogado (c/ óleo, cebola e alho), s/ sal, Solanum gilo, ",Outros Carboidratos,100.0,43,1.9,8.5,1.5,Almoço|Jantar,Café|Lanche|Lixo,Média,$$
"Jurubeba, crua, Solanum spp., ",Outros Carboidratos,100.0,101,4.4,23.1,3.9,Café|Lanche,Almoço|Jantar|Lixo,Rápida,$$
"Kefir, c/ leite de vaca integral, bebida fermentada brasileira, ",Outros Carboidratos,100.0,47,3.9,2.6,2.3,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Kiwi, <i>in natura</i>, Actinidia chinensis, ",Outros Carboidratos,100.0,59,1.2,12.7,1.0,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Lagarto recheado com calabresa, c/ sal, (carne, boi, lagarto, cozida, c/ linguiça calabresa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ",Carne Vermelha,100.0,189,25.0,1.4,9.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Lagarto recheado com calabresa, s/ sal, (carne, boi, lagarto, cozida, c/ linguiça calabresa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal), ",Carne Vermelha,100.0,190,25.0,1.4,9.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Lagarto recheado com cenoura, c/ sal, (carne, boi, lagarto, cozida, c/ cenoura, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ",Carne Vermelha,100.0,165,23.3,1.7,7.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Lagarto recheado com cenoura, s/ sal, (carne, boi, lagarto, cozida, c/ cenoura, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal), ",Carne Vermelha,100.0,166,23.3,1.8,7.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Lagarto recheado com presunto e queijo, (carne, boi, lagarto, cozida, c/ presunto e queijo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ",Carne Vermelha,100.0,187,23.8,1.7,9.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Lagarto recheado com presunto e queijo, (carne, boi, lagarto, cozida, c/ presunto e queijo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal), ",Carne Vermelha,100.0,187,23.8,1.7,9.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Lanche brasileiro (biscoito, doce, maisena, c/ café, infusão 10%, c/ açúcar), ",Doces/Sobremesas,100.0,141,2.7,25.3,3.4,Café|Lanche,Almoço|Jantar|Lixo,Muito Rápida,$$
"Lanche brasileiro (bolo trigo, s/ cobertura e s/ recheio, c/ café, infusão 10%, c/ açúcar), ",Doces/Sobremesas,100.0,141,2.5,19.9,5.8,Café|Lanche,Almoço|Jantar|Lixo,Muito Rápida,$$
"Lanche brasileiro (leite integral, c/ biscoito de maisena), ",Outros Carboidratos,100.0,140,4.2,19.4,5.1,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$
"Lanche brasileiro (leite integral, c/ pão francês), ",Pães/Lanches,100.0,112,4.5,16.7,3.2,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Lanche brasileiro (pão francês, c/ margarina, c/ sal, c/ café, infusão 10%, c/ açúcar), ",Pães/Lanches,100.0,104,2.4,16.9,3.1,Café|Lanche,Almoço|Jantar|Lixo,Muito Rápida,$$
"Laranja, <i>in natura</i>, Citrus spp., ",Outros Carboidratos,100.0,45,0.9,10.8,0.2,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Laranja, Baía, <i>in natura</i>, Citrus sinensis, ",Outros Carboidratos,100.0,48,0.9,11.1,0.3,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Laranja, Lima, <i>in natura</i>, <i>Citrus sinensis</i> (L.) Osbeck, ",Outros Carboidratos,100.0,43,0.9,10.3,0.2,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Laranja, Pera, <i>in natura</i>, Citrus sinensis, ",Outros Carboidratos,100.0,37,0.9,8.6,0.2,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Laranja, Seleta, <i>in natura</i>, <i>Citrus aurantium</i> L., ",Outros Carboidratos,100.0,52,0.8,12.8,0.4,Café|Lanche,Almoço|Jantar|Lixo,Média,$$
"Lasanha, abobrinha, c/ molho bolonhesa, caseira, c/ sal, (abobrinha grelhada, c/ queijo muçarela, c/ molho bolonhesa (carne moída - patinho, tomate, cebola, alho, c/ óleo de soja), c/ sal), ",Carne Vermelha,100.0,102,7.9,5.3,6.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Lasanha, berinjela, c/ frios, caseira, c/ sal, (berinjela grelhada, c/ muçarela, presunto, c/ molho de tomate (tomate, c/ óleo, cebola e alho) c/ sal), ",Queijos/Laticínios,100.0,92,6.8,4.8,5.6,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Lasanha, berinjela, c/ frios, caseira, s/ sal, (berinjela grelhada, c/ muçarela, presunto, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal), ",Queijos/Laticínios,100.0,93,6.8,4.8,5.6,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Lasanha, berinjela, c/ molho bolonhesa, caseira, c/ sal, (berinjela grelhada, c/ muçarela, c/ molho bolonhesa (carne bovina - patinho moído, tomate, cebola, alho, c/ óleo de soja), c/ sal), ",Carne Vermelha,100.0,99,7.7,5.2,6.0,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Lasanha, bolonhesa, caseira, assada, (massa lasanha fresca, carne bovina moída acém, refogada, queijo muçarela, c/ molho branco, c/molho de tomate, c/ óleo, cebola e alho, c/ sal), ",Carne Vermelha,100.0,184,11.5,16.4,8.4,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Lasanha, bolonhesa, congelada, Sadia, ",Outros Carboidratos,100.0,138,5.8,13.8,7.0,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$
"Lasanha, cogumelos com ricota, light, caseira, (massa lasanha fresca, c/ cogumelo Paris e Shiitake, c/ ricota, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ",Massas,100.0,64,2.9,6.1,3.5,Almoço|Jantar,Café|Lanche|Lixo,Média,$$
"Lasanha, frango com ricota, light, caseira (massa lasanha fresca, c/ peito de frango, c/ ricota, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), (massa lasanha fresca, c/ peito de frango, c/ ricota, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ",Frango,100.0,139,9.9,18.1,3.3,Almoço|Jantar,Café|Lanche|Lixo,Média,$$
"Lasanha, frios, caseira, (massa lasanha, fresca, c/ queijo muçarela, presunto, c/ molho de tomate (tomate, c/ óleo, cebolha e alho), c/ sal), ",Queijos/Laticínios,100.0,153,8.7,15.6,6.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$
"Lasanha, frutos do mar, caseira, (massa lasanha fresca, frutos do mar - camarão, lula, mexilhão, c/ muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal), ",Peixe,100.0,168,10.4,17.7,6.5,Almoço|Jantar,Café|Lanche|Lixo,Lenta,$$$
"Lasanha, legumes, (massa com farinha trigo, c/ vegetais - cenoura, vagem, abobrinha, muçarela, c/ molho de tomate (tomate, c/ óleo, cebola e alho) c/ sal, ",Queijos/Laticínios,100.0,94,3.1,16.6,2.0,Almoço|Jantar,Café|Lanche|Lixo,Média,$$
"Lasanha, massa fresca, c/ ovos, industrializada, cozida, ",Ovos,100.0,160,5.8,32.5,1.2,Almoço|Jantar,Café|Lanche|Lixo,Rápida,$
"Lasanha, massa fresca, c/ ovos, industrializada, crua, ",Ovos,100.0,217,7.0,45.1,1.3,Almoço|Jantar,Café|Lanche|Lixo,Rápida,$
"Lasanha, mini, bolonhesa, congelada, Sadia, ",Outros Carboidratos,100.0,129,5.8,11.4,7.0,Café|Lanche,Almoço|Jantar|Lixo,Lenta,$$
